"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/27/2022","Amazon","AMZN Mktp US*H81671BF2","7.35","debit","Home Improvement","CREDIT CARD","","Lights hook"
"10/27/2022","Amazon","Amazon.com*H00X27G30","10.79","debit","Home Supplies","CREDIT CARD","","Cleaning solution "
"10/27/2022","CITY OF LEANDER UTILITY","CITY OF LEANDER UTILITY","118.81","debit","Water","CREDIT CARD","",""
"10/27/2022","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP221031","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP221031","1635.89","credit","Paycheck","Free Checking 2","",""
"10/27/2022","Contribution","Contribution","1500.00","credit","Deposit","AADHYA RAJESH","",""
"10/27/2022","Contribution","Contribution","1500.00","credit","Deposit","ADHVAITH RAJESH","",""
"10/27/2022","YOU BOUGHT META PLATFORMS INC CLASS A COMMON STOCK (META) (Cash)","YOU BOUGHT META PLATFORMS INC CLASS A COMMON STOCK (META) (Cash)","15006.89","debit","Investments","Individual - TOD","",""
"10/26/2022","MY529            DES:INVESTMENT ID:13525491                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","MY529            DES:INVESTMENT ID:13525491                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","1000.00","debit","Transfer","Adv Plus Banking - 1866","",""
"10/26/2022","DOMINO'S 6383 000006LIBERTY HILL        TX","DOMINO'S 6383 000006LIBERTY HILL        TX","15.13","debit","Fast Food","Blue Cash Everyday®","",""
"10/26/2022","MUNICIPAL ONLINE PAYMENTS","MUNICIPAL ONLINE PAYMENTS","1.25","debit","Credit Card Payment","CREDIT CARD","",""
"10/26/2022","DIVIDEND RECEIVED MICRON TECHNOLOGY INC (MU) (Cash)","DIVIDEND RECEIVED MICRON TECHNOLOGY INC (MU) (Cash)","2.30","credit","Dividend & Cap Gains","Individual - TOD","",""
"10/25/2022","MY529            DES:INVESTMENT ID:13520848                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","MY529            DES:INVESTMENT ID:13520848                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","1000.00","debit","Transfer","Adv Plus Banking - 1866","",""
"10/25/2022","ELECTRONIC WITHDRAWAL MY529           INVESTMENT221025","ELECTRONIC WITHDRAWAL MY529           INVESTMENT221025","16000.00","debit","Transfer","Free Checking 2","",""
"10/25/2022","Contribution","Contribution","500.00","credit","Deposit","AADHYA RAJESH","",""
"10/25/2022","Contribution","Contribution","500.00","credit","Deposit","ADHVAITH RAJESH","",""
"10/24/2022","VENMO            PAYMENT    1023","VENMO            PAYMENT    1023","275.00","debit","Furnishings","TOTAL CHECKING","","Breakfast nook table"
"10/24/2022","Zelle payment from KRISHNA M MAC","Zelle payment from KRISHNA M MAC","50.00","credit","Entertainment","TOTAL CHECKING","","Diwali function refund"
"10/24/2022","Option Change","Option Change","0.00","credit","Investments","AADHYA RAJESH","",""
"10/24/2022","Contribution","Contribution","500.00","credit","Deposit","AADHYA RAJESH","",""
"10/24/2022","Option Change","Option Change","0.00","credit","Investments","ADHVAITH RAJESH","",""
"10/24/2022","Contribution","Contribution","500.00","credit","Deposit","ADHVAITH RAJESH","",""
"10/24/2022","Contribution","Contribution","16000.00","credit","Deposit","AADHYA RAJESH","",""
"10/24/2022","YOU SOLD SALESFORCE INC COM (CRM) (Cash)","YOU SOLD SALESFORCE INC COM (CRM) (Cash)","48421.89","credit","Sell","Individual - TOD","",""
"10/23/2022","Home cook","Home cook","40.00","debit","Restaurants","Cash","","Briyani from bar w"
"10/23/2022","Amazon","AMZN Mktp US*HT6UK37S2","19.47","debit","Shopping","CREDIT CARD","",""
"10/22/2022","EXXONMOBIL 4833     GEORGETOWN          TX","EXXONMOBIL 4833     GEORGETOWN          TX","55.53","debit","Gas & Fuel","Blue Cash Everyday®","",""
"10/21/2022","Interest Payment","Interest Payment","68.51","credit","Interest Income","HYSA","",""
"10/21/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","70.50","debit","Groceries","Blue Cash Everyday®","",""
"10/21/2022","CAPITAL ONE      MOBILE PMT 3MOT","CAPITAL ONE      MOBILE PMT 3MOT","196.61","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/20/2022","WHITESTONE PEDIATRICCEDAR PARK          TX","WHITESTONE PEDIATRICCEDAR PARK          TX","59.55","debit","Doctor","Blue Cash Everyday®","",""
"10/20/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","18.08","debit","Groceries","Blue Cash Everyday®","",""
"10/20/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","10.94","debit","Groceries","Blue Cash Everyday®","",""
"10/20/2022","JERSEY MIKES 15185 0LEANDER             TX","JERSEY MIKES 15185 0LEANDER             TX","9.18","debit","Fast Food","Blue Cash Everyday®","",""
"10/20/2022","Home cook","Home cook","16.00","debit","Restaurants","Cash","","Breakfast"
"10/20/2022","CAPITAL ONE MOBILE PYMT AuthDate 20-Oct","CAPITAL ONE MOBILE PYMT AuthDate 20-O ct","196.61","credit","Credit Card Payment","CREDITCARD Account","",""
"10/20/2022","Amazon","AMZN Mktp US*H82O620H0","35.71","debit","Home Improvement","CREDIT CARD","","Decor lights"
"10/19/2022","SALT N PEPPER 0000  CEDAR PARK          TX","SALT N PEPPER 0000  CEDAR PARK          TX","51.19","debit","Restaurants","Blue Cash Everyday®","",""
"10/19/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","29.45","debit","Groceries","Blue Cash Everyday®","",""
"10/19/2022","VANGUARD TARGET 2050","VANGUARD TARGET 2050","2614.61","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"10/18/2022","ELECTRONIC WITHDRAWAL MY529           INVESTMENT221018","ELECTRONIC WITHDRAWAL MY529           INVESTMENT221018","16000.00","debit","Transfer","Free Checking 2","",""
"10/18/2022","ELECTRONIC WITHDRAWAL RVT*LIBERTY HILL5122605580221017","ELECTRONIC WITHDRAWAL RVT*LIBERTY HILL5122605580221017","50.50","debit","Kids Activities","Free Checking 2","","Books for school"
"10/18/2022","YOU SOLD BED BATH AND BEYOND COM USD0.01 (BBBY) (Cash)","YOU SOLD BED BATH AND BEYOND COM USD0.01 (BBBY) (Cash)","535.98","credit","Sell","Individual - TOD","",""
"10/17/2022","TREASURY DIRECT  DES:TREAS DRCT ID:NXXXXX9964IAAAB           INDN:XXXXX3841866            CO ID:XXXXX36158 PPD","TREASURY DIRECT  DES:TREAS DRCT ID:NXXXXX9964IAAAB           INDN:XXXXX3841866            CO ID:XXXXX36158 PPD","5000.00","debit","Transfer","Adv Plus Banking - 1866","",""
"10/17/2022","MOBILE PAYMENT - THANK YOU","MOBILE PAYMENT - THANK YOU","441.05","credit","Credit Card Payment","Blue Cash Everyday®","",""
"10/17/2022","Payment to Chase card ending in","Payment to Chase card ending in","300.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/17/2022","AMERICAN EXPRESS ACH PMT    M391","AMERICAN EXPRESS ACH PMT    M391","441.05","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/17/2022","TREASURY DIRECT  TREAS DRCT","TREASURY DIRECT  TREAS DRCT","10000.00","debit","Transfer","TOTAL CHECKING","",""
"10/17/2022","SQ *DADS OF GREAT STUD","SQ *DADS OF GREAT STUD","24.55","debit","Clothing","CREDITCARD Account","",""
"10/17/2022","Payment Thank You-Mobile","Payment Thank You-Mobile","300.00","credit","Credit Card Payment","CREDIT CARD","",""
"10/17/2022","Option Change","Option Change","0.00","credit","Investments","AADHYA RAJESH","",""
"10/17/2022","Contribution","Contribution","16000.00","credit","Deposit","ADHVAITH RAJESH","",""
"10/16/2022","99 RANCH #1107 00000AUSTIN              TX","99 RANCH #1107 00000AUSTIN              TX","21.51","debit","Groceries","Blue Cash Everyday®","",""
"10/16/2022","99 RANCH #1107 00000AUSTIN              TX","99 RANCH #1107 00000AUSTIN              TX","11.15","debit","Snacks","Blue Cash Everyday®","",""
"10/15/2022","Interest Payment","Interest Payment","74.34","credit","Interest Income","HYSA","",""
"10/15/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","5.70","debit","Groceries","Blue Cash Everyday®","",""
"10/14/2022","Electronic Funds Transfer Paid (Cash)","Electronic Funds Transfer Paid (Cash)","10000.00","debit","Transfer","Individual - TOD","",""
"10/14/2022","ZIMMER INC DIRECT DEP","ZIMMER INC DIRECT DEP","2200.94","credit","Paycheck","Easy Banking Club","",""
"10/14/2022","DISCOVER BANK    DES:P2P        ID:SINDHU BALAKRIS           INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX27921 WEB","DISCOVER BANK    DES:P2P        ID:SINDHU BALAKRIS           INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX27921 WEB","58000.00","credit","Transfer","Adv Plus Banking - 1866","",""
"10/14/2022","ZIMMER INC       DES:DIRECT DEP ID:XXXXX31864704J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","ZIMMER INC       DES:DIRECT DEP ID:XXXXX31864704J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","2000.00","credit","Paycheck","Adv Plus Banking - 1866","",""
"10/14/2022","MANPASAND SUPERMARKEAUSTIN              TX","MANPASAND SUPERMARKEAUSTIN              TX","78.45","debit","Groceries","Blue Cash Everyday®","",""
"10/14/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","37.99","debit","Groceries","Blue Cash Everyday®","",""
"10/14/2022","COSTCO WHSE #1152","COSTCO WHSE #1152","43.00","debit","Personal Care","CREDIT CARD","",""
"10/14/2022","COSTCO WHSE #1152","COSTCO WHSE #1152","216.32","debit","Groceries","CREDIT CARD","","Personal care diapers"
"10/14/2022","BT RANCHO SIENNA PANT","BT RANCHO SIENNA PANT","22.95","debit","Entertainment","CREDITCARD Account","School Donation","School donation"
"10/14/2022","MPHASIS          DIRECT DEP","MPHASIS          DIRECT DEP","408.97","credit","Paycheck","TOTAL CHECKING","",""
"10/14/2022","FID BKG SVC LLC  MONEYLINE","FID BKG SVC LLC  MONEYLINE","10000.00","credit","Transfer","TOTAL CHECKING","",""
"10/14/2022","Zelle payment from THIRUMALA GUN","Zelle payment from THIRUMALA GUN","1000.00","credit","Transfer","TOTAL CHECKING","",""
"10/14/2022","Amazon","AMZN Mktp US*1K9254SC2","15.58","debit","Entertainment","CREDIT CARD","Party","Halloween "
"10/14/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","63.83","debit","Investments","ROTH IRA","",""
"10/14/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","3829.50","debit","Investments","ROTH IRA","",""
"10/14/2022","YOU BOUGHT TARGET CORP (TGT) (Cash)","YOU BOUGHT TARGET CORP (TGT) (Cash)","147.04","debit","Investments","ROTH IRA","",""
"10/14/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","2098.30","debit","Investments","ROTH IRA","",""
"10/13/2022","Electronic Funds Transfer Paid (Cash)","Electronic Funds Transfer Paid (Cash)","32000.00","debit","Transfer","Individual - TOD","",""
"10/13/2022","Electronic Funds Transfer Paid (Cash)","Electronic Funds Transfer Paid (Cash)","10.00","debit","Transfer","Individual - TOD","",""
"10/13/2022","Home cook","Home cook","40.00","debit","Snacks","Cash","","Deepavali sweets"
"10/13/2022","PAYPAL *WISDOM-SOFT 4029357733          CA","PAYPAL *WISDOM-SOFT 4029357733          CA","29.95","debit","Shopping","Blue Cash Everyday®","",""
"10/13/2022","WWW*PHONEINDIA.COM  866-535-8095        GA","WWW*PHONEINDIA.COM  866-535-8095        GA","4.99","debit","Mobile Phone","Blue Cash Everyday®","",""
"10/13/2022","Abacus","Abacus","54.00","debit","Kids Activities","Cash","",""
"10/13/2022","FID BKG SVC LLC  MONEYLINE","FID BKG SVC LLC  MONEYLINE","10.00","credit","Transfer","TOTAL CHECKING","",""
"10/13/2022","VENMO            PAYMENT    1022","VENMO            PAYMENT    1022","44.00","debit","Entertainment","TOTAL CHECKING","",""
"10/13/2022","Amazon","Amazon.com*HT9R35O81","21.40","debit","Personal Care","CREDIT CARD","","Trimmer for Acha"
"10/13/2022","ELECTRONIC DEPOSIT - FID BKG SVC LLC MONEYLINE 221013","ELECTRONIC DEPOSIT - FID BKG SVC LLC MONEYLINE 221013","32000.00","credit","Transfer","Free Checking 2","",""
"10/13/2022","ELECTRONIC DEPOSIT - MY529           ACCTVERIFY221012","ELECTRONIC DEPOSIT - MY529           ACCTVERIFY221012","0.07","credit","Income","Free Checking 2","",""
"10/13/2022","ELECTRONIC DEPOSIT - MY529           ACCTVERIFY221012","ELECTRONIC DEPOSIT - MY529           ACCTVERIFY221012","0.01","credit","Income","Free Checking 2","",""
"10/13/2022","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP221014","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP221014","1635.89","credit","Paycheck","Free Checking 2","",""
"10/13/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","2079.50","debit","Investments","ROTH IRA","",""
"10/13/2022","YOU BOUGHT SPDR S&P500 ETF TRUST TRUST UNIT DEP... (SPY) (Cash)","YOU BOUGHT SPDR S&P500 ETF TRUST TRUST UNIT DEP... (SPY) (Cash)","725.87","debit","Investments","ROTH IRA","",""
"10/12/2022","INTEREST PAYMENT","INTEREST PAYMENT","1.64","credit","Interest Income","Easy Banking Club","",""
"10/12/2022","TREASURY DIRECT  DES:TREAS DRCT ID:NXXXXX9964IAAAA           INDN:XXXXX3841866            CO ID:XXXXX36158 PPD","TREASURY DIRECT  DES:TREAS DRCT ID:NXXXXX9964IAAAA           INDN:XXXXX3841866            CO ID:XXXXX36158 PPD","5000.00","debit","Transfer","Adv Plus Banking - 1866","",""
"10/12/2022","Amazon","Amazon","8.10","debit","Personal Care","Cash","","Hair due"
"10/12/2022","YOU BOUGHT FACT SHEET TO FOLLOW WELLS FARGO BANK NATL ASSN CD 3.25000% 01/17/2023 (Cash)","YOU BOUGHT FACT SHEET TO FOLLOW WELLS FARGO BANK NATL ASSN CD 3.25000% 01/17/2023 (Cash)","3000.00","debit","Investments","ROTH IRA","",""
"10/11/2022","ACH WITHDRAWAL BANK OF AMERICA NA","ACH WITHDRAWAL BANK OF AMERICA NA","58000.00","debit","Transfer","ONLINE SAVINGS","",""
"10/11/2022","Electronic Payment","Electronic Payment","6.00","debit","Credit Card Payment","Easy Banking Club","",""
"10/11/2022","TST* KING & CARDINAL -","TST* KING & CARDINAL -","37.20","debit","Restaurants","CREDITCARD Account","",""
"10/11/2022","Zelle payment to Krish 155178611","Zelle payment to Krish 155178611","50.00","debit","Entertainment","TOTAL CHECKING","","Rancho Diwali celebrations "
"10/11/2022","Zelle payment to Thiru JPM999h6k","Zelle payment to Thiru JPM999h6k","1000.00","debit","Transfer","TOTAL CHECKING","",""
"10/11/2022","CHECK","CHECK","50.00","debit","Transfer","TOTAL CHECKING","","Pavilion rental"
"10/11/2022","Amazon","Amazon Prime*1K9PR8EI2","1.06","debit","Shopping","CREDIT CARD","",""
"10/10/2022","CHEVRON 0381586/CHEVLEANDER             TX","CHEVRON 0381586/CHEVLEANDER             TX","40.49","debit","Gas & Fuel","Blue Cash Everyday®","",""
"10/10/2022","AUSTIN TAMIZH SANGAM","AUSTIN TAMIZH SANGAM","103.00","debit","Party","CREDITCARD Account","",""
"10/10/2022","H-E-B #774","H-E-B #774","34.01","debit","Groceries","CREDIT CARD","",""
"10/09/2022","STUDIOVAISH 4029357733 IN","PAYPAL *STUDIOVAISH 4029357733          IN","15.00","debit","Kids Activities","Blue Cash Everyday®","",""
"10/08/2022","HEB","CLUB MIAMI          Pflugerville        TX","23.60","debit","Groceries","Blue Cash Everyday®","",""
"10/08/2022","Avery Dance","Avery Dance","60.00","debit","Kids Activities","Cash","",""
"10/07/2022","H-E-B               GEORGETOWN          TX","H-E-B               GEORGETOWN          TX","9.73","debit","Groceries","Blue Cash Everyday®","",""
"10/07/2022","CAPITAL ONE      ONLINE PMT 3MLU","CAPITAL ONE      ONLINE PMT 3MLU","1092.85","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/07/2022","CONV TO ROTH IRA TRANSFER (Cash)","CONV TO ROTH IRA TRANSFER (Cash)","6002.05","debit","Investments","Traditional IRA","",""
"10/07/2022","ROTH CONVERSION TRANSFER (Cash)","ROTH CONVERSION TRANSFER (Cash)","6002.05","credit","Investments","ROTH IRA","",""
"10/06/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","119.04","debit","Groceries","Blue Cash Everyday®","",""
"10/06/2022","CAPITAL ONE ONLINE PYMT AuthDate 06-Oct","CAPITAL ONE ONLINE PYMT AuthDate 06-O ct","1092.85","credit","Credit Card Payment","CREDITCARD Account","",""
"10/06/2022","Zelle payment to Nimesh JPM999h2","Zelle payment to Nimesh JPM999h2","100.00","debit","Charity","TOTAL CHECKING","","To Nimesh"
"10/06/2022","Payment to Chase card ending in","Payment to Chase card ending in","1336.24","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/06/2022","Amazon","AMZN Mktp US*1K8AH5FO0","55.20","debit","Electronics & Software","CREDIT CARD","","Docking"
"10/06/2022","Payment Thank You - Web","Payment Thank You - Web","1336.24","credit","Credit Card Payment","CREDIT CARD","",""
"10/06/2022","ELECTRONIC WITHDRAWAL DOVENMUEHLE MTG MORT PYMT 100522","ELECTRONIC WITHDRAWAL DOVENMUEHLE MTG MORT PYMT 100522","2652.55","debit","Mortgage & Rent","Free Checking 2","",""
"10/06/2022","ROTH CONVERSION TRANSFER (Cash)","ROTH CONVERSION TRANSFER (Cash)","6000.00","credit","Investments","ROTH IRA","",""
"10/06/2022","CONV TO ROTH IRA VS 236-806568-1 (Cash)","CONV TO ROTH IRA VS 236-806568-1 (Cash)","6000.00","debit","Investments","Traditional IRA","",""
"10/06/2022","VANGUARD TARGET 2050","VANGUARD TARGET 2050","673.46","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"10/05/2022","Electronic Funds Transfer Received (Cash)","Electronic Funds Transfer Received (Cash)","50000.00","credit","Transfer","Individual - TOD","",""
"10/05/2022","FID BKG SVC LLC MONEYLINE","FID BKG SVC LLC MONEYLINE","50000.00","debit","Buy","HYSA","",""
"10/05/2022","Pedernales_Elec  ELEC_BILL","Pedernales_Elec  ELEC_BILL","125.37","debit","Electricity","TOTAL CHECKING","",""
"10/05/2022","Amazon","AMZN Mktp US*141MA5B52","23.99","debit","Home Improvement","CREDIT CARD","",""
"10/05/2022","Amazon","AMZN Mktp US*141MA5B52","18.79","debit","Entertainment","CREDIT CARD","","Halloween"
"10/05/2022","Amazon","Amazon.com*145S84HJ2","19.70","debit","Personal Care","CREDIT CARD","","Halloween constume"
"10/05/2022","Amazon","AMZN Mktp US*143Q106X1","4.32","debit","Entertainment","CREDIT CARD","","Halloween tooth"
"10/05/2022","YOU SOLD W&T OFFSHORE INC (WTI) (Cash)","YOU SOLD W&T OFFSHORE INC (WTI) (Cash)","10766.05","credit","Sell","Individual - TOD","",""
"10/05/2022","TRANSFERRED TO VS 237-912171-1 CURRENT CONTRIBUTION (Cash)","TRANSFERRED TO VS 237-912171-1 CURRENT CONTRIBUTION (Cash)","6000.00","debit","Deposit","Individual - TOD","",""
"10/05/2022","CASH CONTRIBUTION CURRENT YEAR (Cash)","CASH CONTRIBUTION CURRENT YEAR (Cash)","6000.00","credit","Deposit","Traditional IRA","",""
"10/05/2022","ROLLOVER CASH VS 238-709926-1 (Cash)","ROLLOVER CASH VS 238-709926-1 (Cash)","6002.05","credit","Investments","Traditional IRA","",""
"10/05/2022","PARTIAL CY RECHAR VS 235-902959-1 (Cash)","PARTIAL CY RECHAR VS 235-902959-1 (Cash)","6002.05","debit","Investments","ROTH IRA","",""
"10/03/2022","ACH DEPOSIT FROM 1ST SOURCE BANK","ACH DEPOSIT FROM 1ST SOURCE BANK","50001.00","credit","Transfer","ONLINE SAVINGS","",""
"10/03/2022","NATL FIN SVC LLC ACCTVERIFY","NATL FIN SVC LLC ACCTVERIFY","0.26","credit","Income","HYSA","",""
"10/03/2022","NATL FIN SVC LLC ACCTVERIFY","NATL FIN SVC LLC ACCTVERIFY","0.07","credit","Income","HYSA","",""
"10/03/2022","NATL FIN SVC LLC ACCTVERIFY","NATL FIN SVC LLC ACCTVERIFY","0.33","debit","Investments","HYSA","",""
"10/03/2022","DISCOVER BANK ETRANSFER","DISCOVER BANK ETRANSFER","50001.00","debit","Credit Card Payment","Easy Banking Club","",""
"10/03/2022","FID BKG SVC LLC  DES:MONEYLINE  ID:X84893775 KDJ45           INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX41383 PPD","FID BKG SVC LLC  DES:MONEYLINE  ID:X84893775 KDJ45           INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX41383 PPD","6000.00","debit","Transfer","Adv Plus Banking - 1866","",""
"10/03/2022","Amazon","AMZN Mktp US*147G80E12","13.10","debit","Home Improvement","CREDIT CARD","","Adhvaith workbench

And Adhvaith bottle"
"10/03/2022","Amazon","AMZN Mktp US*147G80E12","19.80","debit","Toys","CREDIT CARD","",""
"10/03/2022","ELECTRONIC WITHDRAWAL JPMORGAN CHASE  EXT TRNSFR221003","ELECTRONIC WITHDRAWAL JPMORGAN CHASE  EXT TRNSFR221003","2650.00","debit","Transfer","Free Checking 2","",""
"10/03/2022","Electronic Funds Transfer Received (Cash)","Electronic Funds Transfer Received (Cash)","6000.00","credit","Deposit","Individual - TOD","",""
"10/03/2022","VANGUARD TARGET 2050","VANGUARD TARGET 2050","9.75","debit","Trade Commissions","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"10/03/2022","VANGUARD TARGET 2050","VANGUARD TARGET 2050","2.10","debit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"10/02/2022","NITRO SWIMMING CP","NITRO SWIMMING CP","79.50","debit","Kids Activities","CREDIT CARD","",""
"10/01/2022","H-E-B #774 000000000LEANDER             TX","H-E-B #774 000000000LEANDER             TX","39.35","debit","Groceries","Blue Cash Everyday®","",""
"10/01/2022","DOMINO'S 6383","DOMINO'S 6383","1.62","debit","Fast Food","CREDITCARD Account","",""
"9/30/2022","INTEREST PAID","INTEREST PAID","5.94","credit","Interest Income","ONLINE SAVINGS","",""
"9/30/2022","INTEREST EARNED FDIC INSURED DEPOSIT AT BNY MELLON N... (QBNYQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT BNY MELLON N... (QBNYQ) (Cash)","0.01","credit","Interest Income","Individual - TOD","",""
"9/30/2022","INTEREST EARNED FDIC INSURED DEPOSIT AT FULTON BANK ... (QHFDQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT FULTON BANK ... (QHFDQ) (Cash)","0.30","credit","Interest Income","Individual - TOD","",""
"9/30/2022","INTEREST EARNED FDIC INSURED DEPOSIT AT DISCOVER BAN... (QHMBQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT DISCOVER BAN... (QHMBQ) (Cash)","0.01","credit","Interest Income","Individual - TOD","",""
"9/30/2022","ZIMMER INC DIRECT DEP","ZIMMER INC DIRECT DEP","1039.50","credit","Paycheck","Easy Banking Club","",""
"9/30/2022","ZIMMER INC       DES:DIRECT DEP ID:XXXXX88811174J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","ZIMMER INC       DES:DIRECT DEP ID:XXXXX88811174J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","2000.00","credit","Paycheck","Adv Plus Banking - 1866","",""
"9/30/2022","MAN PASAND SUPERMARKET","MAN PASAND SUPERMARKET","8.91","debit","Snacks","CREDITCARD Account","",""
"9/30/2022","Amazon","AMZN Mktp US","33.59","credit","Shopping","CREDIT CARD","",""
"9/30/2022","MANPASAND SUPERMARKET","MANPASAND SUPERMARKET","40.36","debit","Groceries","CREDITCARD Account","",""
"9/30/2022","Amazon","AMZN Mktp US","10.81","credit","Shopping","CREDIT CARD","",""
"9/30/2022","Amazon","AMZN Mktp US","9.84","credit","Shopping","CREDIT CARD","",""
"9/30/2022","DIVIDEND","DIVIDEND","4.96","credit","Investments","Primary Savings 1","",""
"9/30/2022","Online Transfer 15415938858 from","Online Transfer 15415938858 from","2650.00","credit","Transfer","TOTAL CHECKING","",""
"9/30/2022","MPHASIS          DIRECT DEP","MPHASIS          DIRECT DEP","768.96","credit","Paycheck","TOTAL CHECKING","",""
"9/30/2022","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","11.35","debit","Investments","Individual - TOD","",""
"9/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","11.35","credit","Dividend & Cap Gains","Individual - TOD","",""
"9/30/2022","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","2.05","debit","Investments","ROTH IRA","",""
"9/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","2.05","credit","Dividend & Cap Gains","ROTH IRA","",""
"9/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.22","credit","Dividend & Cap Gains","Health Savings Account","",""
"9/30/2022","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.22","debit","Investments","Health Savings Account","",""
"9/29/2022","ACH DEPOSIT FROM 1ST SOURCE BANK","ACH DEPOSIT FROM 1ST SOURCE BANK","50000.00","credit","Transfer","ONLINE SAVINGS","",""
"9/29/2022","DISCOVER BANK ETRANSFER","DISCOVER BANK ETRANSFER","50000.00","debit","Credit Card Payment","Easy Banking Club","",""
"9/29/2022","AMERICANEXPRESS TRANSFER","AMERICANEXPRESS TRANSFER","50000.00","debit","Credit Card Payment","Easy Banking Club","",""
"9/29/2022","Amazon","AMZN Mktp US*1U0HM5212","115.68","debit","Electronics & Software","CREDIT CARD","","Apple watch adjustment"
"9/29/2022","DIVIDEND RECEIVED NVIDIA CORPORATION COM (NVDA) (Cash)","DIVIDEND RECEIVED NVIDIA CORPORATION COM (NVDA) (Cash)","1.40","credit","Dividend & Cap Gains","Individual - TOD","",""
"9/28/2022","Internet transfer from 1ST SOURCE BANK DDA account XXXX5286","Internet transfer from 1ST SOURCE BANK DDA account XXXX5286","50000.00","credit","Transfer","HYSA","",""
"9/28/2022","HOA 3 months","CHECK","156.00","debit","Mortgage & Rent","TOTAL CHECKING","",""
"9/28/2022","CHEVRON 0381586","CHEVRON 0381586","49.37","debit","Gas & Fuel","CREDIT CARD","",""
